,FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,TP,CL,CF,SF,FA
5624,8054764,1GSM,A:1-90,Q13477,23-112,8054765,1GSM,A:1-90,Q13477,23-112,1,1000001,2000051,3000071,4007543
5625,8054766,1FHG,A:34-135,P56276,34-135,8054767,1FHG,A:34-135,P56276,34-135,1,1000001,2000051,3000071,4007543
5626,8054768,2CQV,A:8-108,Q15746,1238-1338,8054769,2CQV,A:8-108,Q15746,1238-1338,1,1000001,2000051,3000071,4007543
5627,8054770,1PD6,A:208-301,Q14896,358-451,8054771,1PD6,A:208-301,Q14896,358-451,1,1000001,2000051,3000071,4007543
5628,8054772,1G1C,A:2-99,Q8WZ42,2074-2171,8054773,1G1C,A:2-99,Q8WZ42,2074-2171,1,1000001,2000051,3000071,4007543
5629,8054774,1KOA,A:6265-6361,Q23551,6584-6680,8054775,1KOA,A:6265-6361,Q23551,6584-6680,1,1000001,2000051,3000071,4007543
5630,8054776,1TIU,A:1-89,Q8WZ42,12677-12765,8054777,1TIU,A:1-89,Q8WZ42,12677-12765,1,1000001,2000051,3000071,4007543
5631,8054778,1IRA,Y:1-101,P14778,21-121,8054779,1IRA,Y:1-101,P14778,21-121,1,1000001,2000051,3000071,4007543
5632,8054780,2FDB,P:2153-2251,P21802,153-251,8054781,2FDB,P:2153-2251,P21802,153-251,1,1000001,2000051,3000071,4007543
5633,8054782,1CVS,C:149-250,P11362,149-250,8054783,1CVS,C:149-250,P11362,149-250,1,1000001,2000051,3000071,4007543
5634,8054788,1RY7,B:150-248,P22607,150-248,8054789,1RY7,B:150-248,P22607,150-248,1,1000001,2000051,3000071,4007543
5635,8054790,1BIH,A:5-98,P25033,23-116,8054791,1BIH,A:5-98,P25033,23-116,1,1000001,2000051,3000071,4007543
5636,8054792,1OLZ,A:537-628,Q92854,558-649,8054793,1OLZ,A:537-628,Q92854,558-649,1,1000001,2000051,3000071,4007543
5637,8054794,1CS6,A:7-103,P28685,28-124,8054795,1CS6,A:7-103,P28685,28-124,1,1000001,2000051,3000071,4007543
5638,8054796,1GL4,B:1769-1857,Q05793,1769-1857,8054797,1GL4,B:1769-1857,Q05793,1769-1857,1,1000001,2000051,3000071,4007543
5639,8054798,1F97,A:129-238,O88792,129-238,8054799,1F97,A:129-238,O88792,129-238,1,1000001,2000051,3000071,4007543
5640,8054800,1NBQ,A:130-233,Q9Y624,130-233,8054801,1NBQ,A:130-233,Q9Y624,130-233,1,1000001,2000051,3000071,4007543
5641,8054802,1L6Z,A:108-202,P31809,322-416,8054803,1L6Z,A:108-202,P31809,322-416,1,1000001,2000051,3000071,4007543
5642,8054804,1FLT,X:132-226,P17948,132-226,8054805,1FLT,X:132-226,P17948,132-226,1,1000001,2000051,3000071,4007543
5643,8054806,1RHF,A:98-182,Q06418,138-222,8054807,1RHF,A:98-182,Q06418,138-222,1,1000001,2000051,3000071,4007543
5644,8054810,2IFG,A:192-283,P04629,192-283,8054811,2IFG,A:192-283,P04629,192-283,1,1000001,2000051,3000071,4007543
5645,8054812,1WWB,X:283-385,Q16620,283-385,8054813,1WWB,X:283-385,Q16620,283-385,1,1000001,2000051,3000071,4007543
5646,8054814,1WWC,A:300-404,Q16288,300-412,8054815,1WWC,A:300-404,Q16288,300-412,1,1000001,2000051,3000071,4007543
5647,8054816,1FCG,A:4-88,P12318,37-121,8054817,1FCG,A:4-88,P12318,37-121,1,1000001,2000051,3000071,4007543
5648,8054818,2FCB,A:6-90,P31994,46-130,8054819,2FCB,A:6-90,P31994,46-130,1,1000001,2000051,3000071,4007543
5649,8054820,1FNL,A:3-86,O75015,21-104,8054821,1FNL,A:3-86,O75015,21-104,1,1000001,2000051,3000071,4007543
5650,8054822,1F2Q,A:4-85,P12319,29-110,8054823,1F2Q,A:4-85,P12319,29-110,1,1000001,2000051,3000071,4007543
5651,8054824,1UCT,A:2-100,P24071,22-120,8054825,1UCT,A:2-100,P24071,22-120,1,1000001,2000051,3000071,4007543
5652,8054828,1B6U,A:5-103,P43628,26-124,8054829,1B6U,A:5-103,P43628,26-124,1,1000001,2000051,3000071,4007543
5653,8054830,1M4K,A:8-103,P43631,29-124,8054831,1M4K,A:8-103,P43631,29-124,1,1000001,2000051,3000071,4007543
5654,8054832,1NKR,A:6-101,P43626,27-122,8054833,1NKR,A:6-101,P43626,27-122,1,1000001,2000051,3000071,4007543
5655,8054834,2DLI,A:5-101,P43627,26-122,8054835,2DLI,A:5-101,P43627,26-122,1,1000001,2000051,3000071,4007543
5656,8054836,1UGN,A:2-97,Q8NHL6,25-120,8054837,1UGN,A:2-97,Q8NHL6,25-120,1,1000001,2000051,3000071,4007543
5657,8054838,1OLL,A:1-95,O76036,25-119,8054839,1OLL,A:1-95,O76036,25-119,1,1000001,2000051,3000071,4007543
5658,8054840,3D85,D:1-87,P29460,23-109,8054841,3D85,D:1-87,P29460,23-109,1,1000001,2000051,3000071,4007543
5659,8054842,1N26,A:1-93,P08887,20-112,8054843,1N26,A:1-93,P08887,20-112,1,1000001,2000051,3000071,4007543
5660,8054844,1XIW,A:12-102,P07766,33-123,8054845,1XIW,A:12-102,P07766,33-123,1,1000001,2000051,3000071,4007543
5661,8054846,1XAU,A:11-114,Q7TSA3,40-143,8054847,1XAU,A:11-114,Q7TSA3,40-143,1,1000001,2000051,3000071,4007543
5662,8054848,1XIW,B:1-74,P04234,22-95,8054849,1XIW,B:1-74,P04234,22-95,1,1000001,2000051,3000071,4007543
5663,8054850,1X44,A:8-97,Q00872,342-431,8054851,1X44,A:8-97,Q00872,342-431,1,1000001,2000051,3000071,4007543
5664,8054852,2C9A,A:184-279,P28827,184-279,8054853,2C9A,A:184-279,P28827,184-279,1,1000001,2000051,3000071,4007543
5665,8054854,3B5H,A:103-203,P35613,219-319,8054855,3B5H,A:103-203,P35613,219-319,1,1000001,2000051,3000071,4007543
5666,8054856,2DYP,D:3-96,Q8N423,26-119,8054857,2DYP,D:3-96,Q8N423,26-119,1,1000001,2000051,3000071,4007543
5667,8055392,2RCJ,A:120-218,Q6PYX1,20-118,8055393,2RCJ,A:120-218,Q6PYX1,20-118,1,1000001,2000051,3000071,4007745
5668,8055395,1LP9,F:1-116A,P04213,9-122,8055394,1LP9,F:1-116A,P04213,9-122,1,1000001,2000051,3000071,4007530
5669,8055396,1TCR,A:1-115,P01738,21-130,8055397,1TCR,A:1-115,P01738,21-130,1,1000001,2000051,3000071,4007530
5670,8055506,1EPF,A:98-189,P13596,117-208,8055507,1EPF,A:98-189,P13596,117-208,1,1000001,2000051,3000071,4007543
5671,8055557,1GSM,A:91-202,Q13477,113-224,8055558,1GSM,A:91-202,Q13477,113-224,1,1000001,2000051,3000071,4007543
5672,8055559,1IRA,Y:102-204,P14778,122-224,8055560,1IRA,Y:102-204,P14778,122-224,1,1000001,2000051,3000071,4007543
5673,8055561,1IRA,Y:205-311,P14778,225-331,8055562,1IRA,Y:205-311,P14778,225-331,1,1000001,2000051,3000071,4007543
5674,8055563,2FDB,P:2252-2360,P21802,252-360,8055564,2FDB,P:2252-2360,P21802,252-360,1,1000001,2000051,3000071,4007543
5675,8055566,1CVS,C:251-359,P11362,251-359,8055565,1CVS,C:251-359,P11362,251-359,1,1000001,2000051,3000071,4007543
5676,8055567,1RY7,B:249-362,P22607,249-362,8055568,1RY7,B:249-362,P22607,249-362,1,1000001,2000051,3000071,4007543
5677,8055569,1BIH,A:99-209,P25033,117-227,8055570,1BIH,A:99-209,P25033,117-227,1,1000001,2000051,3000071,4007543
5678,8055571,1BIH,A:210-306,P25033,228-324,8055572,1BIH,A:210-306,P25033,228-324,1,1000001,2000051,3000071,4007543
5679,8055573,1BIH,A:307-395,P25033,325-413,8055574,1BIH,A:307-395,P25033,325-413,1,1000001,2000051,3000071,4007543
5680,8055575,1CS6,A:104-208,P28685,125-229,8055576,1CS6,A:104-208,P28685,125-229,1,1000001,2000051,3000071,4007543
5681,8055577,1CS6,A:209-299,P28685,230-320,8055578,1CS6,A:209-299,P28685,230-320,1,1000001,2000051,3000071,4007543
5682,8055579,1CS6,A:300-388,P28685,321-409,8055580,1CS6,A:300-388,P28685,321-409,1,1000001,2000051,3000071,4007543
5683,8055581,2IFG,A:285-382,P04629,285-382,8055582,2IFG,A:285-382,P04629,285-382,1,1000001,2000051,3000071,4007543
5684,8055583,1FCG,A:89-174,P12318,122-207,8055584,1FCG,A:89-174,P12318,122-207,1,1000001,2000051,3000071,4007543
5685,8055585,2FCB,A:91-177,P31994,131-217,8055586,2FCB,A:91-177,P31994,131-217,1,1000001,2000051,3000071,4007543
5686,8055587,1FNL,A:87-174,O75015,105-192,8055588,1FNL,A:87-174,O75015,105-192,1,1000001,2000051,3000071,4007543
5687,8055591,1F2Q,A:86-174,P12319,111-199,8055592,1F2Q,A:86-174,P12319,111-199,1,1000001,2000051,3000071,4007543
5688,8055595,1UCT,A:101-196,P24071,121-216,8055596,1UCT,A:101-196,P24071,121-216,1,1000001,2000051,3000071,4007543
5689,8055599,2DLI,A:102-200,P43627,123-221,8055600,2DLI,A:102-200,P43627,123-221,1,1000001,2000051,3000071,4007543
5690,8055601,1B6U,A:104-203,P43628,125-224,8055602,1B6U,A:104-203,P43628,125-224,1,1000001,2000051,3000071,4007543
5691,8055606,1M4K,A:104-200,P43631,125-221,8055607,1M4K,A:104-200,P43631,125-221,1,1000001,2000051,3000071,4007543
5692,8055611,1NKR,A:102-200,P43626,123-221,8055612,1NKR,A:102-200,P43626,123-221,1,1000001,2000051,3000071,4007543
5693,8055613,1UGN,A:98-195,Q8NHL6,121-218,8055614,1UGN,A:98-195,Q8NHL6,121-218,1,1000001,2000051,3000071,4007543
5694,8055616,1OLL,A:96-188,O76036,120-212,8055615,1OLL,A:96-188,O76036,120-212,1,1000001,2000051,3000071,4007543
5695,8055617,3B5H,A:24-102,P35613,140-218,8055618,3B5H,A:24-102,P35613,140-218,1,1000001,2000051,3000071,4007543
5696,8055619,2DYP,D:97-195,Q8N423,120-218,8055620,2DYP,D:97-195,Q8N423,120-218,1,1000001,2000051,3000071,4007543
5697,8055663,1JK8,B:95-192,P01920,127-224,8055664,1JK8,B:95-192,P01920,127-224,1,1000001,2000051,3000071,4000202
5698,8070396,1DCL,A:1-111,1DCL_A,1-111,8070397,1DCL,A:1-111,1DCL_A,1-111,1,1000001,2000051,3000071,4007744
5699,8070448,1LK3,L:108-210,P01835,1-103,8070449,1LK3,L:108-210,P01835,1-103,1,1000001,2000051,3000071,4007745
5700,8070454,1LK3,H:120-219,P20759,1-100,8070455,1LK3,H:120-219,P20759,1-100,1,1000001,2000051,3000071,4007745
5701,8091364,1ZVS,A:182-278,1ZVS_A,182-278,8091365,1ZVS,A:182-278,1ZVS_A,182-278,1,1000001,2000051,3000071,4000202
5702,8091518,1HZH,H:114-235,P01857,1-105,8091519,1HZH,H:114-228,P01857,1-101,1,1000001,2000051,3000071,4007745
5703,8091520,1HZH,H:236-359,P01857,106-222,8091521,1HZH,H:249-359,P01857,119-222,1,1000001,2000051,3000071,4007745
5704,8091522,1HZH,H:360-478,P01857,223-330,8091523,1HZH,H:360-478,P01857,223-330,1,1000001,2000051,3000071,4007745
5705,8091524,1HZH,H:1-113,1HZH_H,1-127,8091525,1HZH,H:1-113,1HZH_H,1-127,1,1000001,2000051,3000071,4007744
5706,8091526,1HZH,L:108-214,P01834,1-107,8091527,1HZH,L:108-214,P01834,1-107,1,1000001,2000051,3000071,4007745
5707,8091528,1HZH,L:1-107,1HZH_L,1-107,8091529,1HZH,L:1-107,1HZH_L,1-107,1,1000001,2000051,3000071,4007744
5708,8091530,1KXV,C:2-120,1KXV_C,1-119,8091531,1KXV,C:2-120,1KXV_C,1-119,1,1000001,2000051,3000071,4007744
5709,8091532,1SJV,A:8-110,1SJV_A,1-107,8091533,1SJV,A:8-110,1SJV_A,1-107,1,1000001,2000051,3000071,4007744
5710,8091534,1LK3,L:1-106,1LK3_L,1-106,8091535,1LK3,L:1-106,1LK3_L,1-106,1,1000001,2000051,3000071,4007744
5711,8091537,1LK3,H:1-119,1LK3_H,1-119,8091536,1LK3,H:1-119,1LK3_H,1-119,1,1000001,2000051,3000071,4007744
5712,8091538,1KCV,L:108-214,P01837,1-107,8091539,1KCV,L:108-214,P01837,1-107,1,1000001,2000051,3000071,4007745
5713,8091540,1KCV,H:117-217,1KCV_H,117-217,8091541,1KCV,H:117-217,1KCV_H,117-217,1,1000001,2000051,3000071,4007745
5714,8091542,1KCV,L:1-107,1KCV_L,1-107,8091543,1KCV,L:1-107,1KCV_L,1-107,1,1000001,2000051,3000071,4007744
5715,8091545,1KCV,H:1-116,1KCV_H,1-116,8091544,1KCV,H:1-116,1KCV_H,1-116,1,1000001,2000051,3000071,4007744
5716,8091546,1DCL,A:112-216,1DCL_A,112-216,8091547,1DCL,A:112-216,1DCL_A,112-216,1,1000001,2000051,3000071,4007745
5717,8091548,1MFB,L:1-111,1MFB_L,1-111,8091549,1MFB,L:1-111,1MFB_L,1-111,1,1000001,2000051,3000071,4007744
5718,8091550,1MFB,L:112-212,1MFB_L,112-212,8091551,1MFB,L:112-212,1MFB_L,112-212,1,1000001,2000051,3000071,4007745
5719,8091552,1MFB,H:251-367,1MFB_H,1-117,8091553,1MFB,H:251-367,1MFB_H,1-117,1,1000001,2000051,3000071,4007744
5720,8091554,1MFB,H:368-468,1MFB_H,118-218,8091555,1MFB,H:368-468,1MFB_H,118-218,1,1000001,2000051,3000071,4007745
5721,8045908,1U2H,A:20-111,Q15772,869-960,8092381,1U2H,A:20-111,Q15772,869-960,1,1000001,2000051,3000071,4007543
5722,8046008,5JK9,E:164-254,Q8IYV9,164-254,8092637,5JK9,E:164-254,Q8IYV9,164-254,1,1000001,2000051,3000071,4004819
5723,8046009,5B5K,A:163-256,Q9D9J7,163-256,8092639,5B5K,A:163-256,Q9D9J7,163-256,1,1000001,2000051,3000071,4004819
5724,8046106,4I9X,B:51-161,Q6RJQ3,51-161,8092888,4I9X,B:51-161,Q6RJQ3,51-161,1,1000001,2000051,3000071,4007530
5725,8056858,1UDX,A:1-155,Q5SHE9,1-155,8056859,1UDX,A:1-155,Q5SHE9,1-155,1,1000001,2000882,3001439,4002579
5726,8056864,1LNZ,A:2-157,P20964,2-157,8056865,1LNZ,A:2-157,P20964,2-157,1,1000001,2000882,3001439,4002579
5727,8002707,3BWG,B:91-232,Q45591,91-232,8002709,3BWG,B:91-225,Q45591,91-225,1,1000003,2000052,3000072,4000314
5728,8020140,1G1B,A:1-164,P26602,2-165,8032520,1G1B,A:47-164,P26602,48-165,1,1000003,2000052,3000072,4003553
5729,8022161,2IKK,A:101-238,O32152,101-238,8034541,2IKK,A:101-230,O32152,101-230,1,1000003,2000052,3000072,4000314
5730,8022538,2NWI,F:2-160,O28875,2-160,8034918,2NWI,F:29-160,O28875,29-160,1,1000003,2000052,3000072,4002040
5731,8022699,2OGG,A:95-238,P39796,95-238,8035079,2OGG,A:95-225,P39796,95-225,1,1000003,2000052,3000072,4000314
5732,8022800,2OOI,A:73-233,A0A0H3JL95,73-233,8035180,2OOI,A:94-223,A0A0H3JL95,94-223,1,1000003,2000052,3000072,4000314
5733,8022934,2P19,A:2-149,Q8NTZ4,106-253,8035314,2P19,A:10-137,Q8NTZ4,114-241,1,1000003,2000052,3000072,4000314
5734,8023406,2PKH,A:109-249,Q87UX0,109-249,8035786,2PKH,A:109-238,Q87UX0,109-238,1,1000003,2000052,3000072,4000314
5735,8024364,2RA5,A:103-245,Q9RKT6,103-245,8036743,2RA5,A:103-232,Q9RKT6,103-232,1,1000003,2000052,3000072,4000314
5736,8027817,3CNV,C:98-259,A0A0H3LYW6,98-259,8040196,3CNV,C:118-249,A0A0H3LYW6,118-249,1,1000003,2000052,3000072,4000314
5737,8028298,3DDV,A:3-145,Q835P8,93-235,8040677,3DDV,A:8-136,Q835P8,98-226,1,1000003,2000052,3000072,4000314
5738,8028331,2FA1,A:85-241,P16684,85-241,8040710,2FA1,A:103-232,P16684,103-232,1,1000003,2000052,3000072,4000314
5739,8059022,4ZSB,A:91-252,Q9K492,91-252,8059023,4ZSB,A:109-243,Q9K492,109-243,1,1000003,2000052,3000072,4000314
5740,8059024,3LHE,A:93-231,Q81MW2,93-231,8059025,3LHE,A:93-231,Q81MW2,93-231,1,1000003,2000052,3000072,4000314
5741,8059026,3L5Z,A:96-238,Q734I1,96-238,8059027,3L5Z,A:96-231,Q734I1,96-231,1,1000003,2000052,3000072,4000314
5742,8059028,3F8L,B:76-244,A0QQ72,76-244,8059029,3F8L,B:95-229,A0QQ72,95-229,1,1000003,2000052,3000072,4000314
5743,8077864,3HFI,A:25-161,A0A0H2VBL3,106-242,8077865,3HFI,A:25-155,A0A0H2VBL3,106-236,1,1000003,2000052,3000072,4000314
5744,8021033,1HY9,A:49-89,Q16568,76-116,8033413,1HY9,A:49-89,Q16568,76-116,1,1000004,2000181,3001440,4003760
5745,8023349,2IF1,A:14-126,P41567,1-113,8035729,2IF1,A:14-126,P41567,1-113,1,1000003,2000884,3001441,4001383
5746,8023352,1D1R,A:29-109,P08245,28-108,8035732,1D1R,A:29-109,P08245,28-108,1,1000003,2000884,3001441,4001383
5747,8003222,1KBI,A:1-97,P00175,81-177,8003822,1KBI,A:1-87,P00175,81-167,1,1000003,2000053,3000073,4000144
5748,8020432,1EUE,A:1-86,P04166,17-102,8032812,1EUE,A:1-86,P04166,17-102,1,1000003,2000053,3000073,4000144
5749,8023784,1CYO,A:1-88,P00171,6-93,8036164,1CYO,A:1-88,P00171,6-93,1,1000003,2000053,3000073,4000144
5750,8023810,1DO9,A:1-94,P00169,6-99,8036190,1DO9,A:1-94,P00169,6-99,1,1000003,2000053,3000073,4000144
5751,8023811,1CXY,A:6-86,P82291,7-87,8036191,1CXY,A:6-86,P82291,7-87,1,1000003,2000053,3000073,4000144
5752,8023816,1SOX,A:3-93,P07850,3-93,8036196,1SOX,A:3-93,P07850,3-93,1,1000003,2000053,3000073,4000144
5753,8029277,1T0G,A:11-109,Q9SK39,2-100,8041656,1T0G,A:11-109,Q9SK39,2-100,1,1000003,2000053,3000073,4001559
5754,8031247,1MJ4,A:3-82,P51687,81-160,8043625,1MJ4,A:3-82,P51687,81-160,1,1000003,2000053,3000073,4000144
5755,8068614,2I96,A:21-128,P00167,1-108,8068615,2I96,A:21-128,P00167,1-108,1,1000003,2000053,3000073,4000144
5756,8068616,5XE4,A:1-98,P00173,2-99,8068617,5XE4,A:1-98,P00173,2-99,1,1000003,2000053,3000073,4000144
5757,8068618,3X32,A:8-94,P00172,8-94,8068619,3X32,A:8-94,P00172,8-94,1,1000003,2000053,3000073,4000144
5758,8068620,3NER,B:-4-86,O43169,16-106,8068621,3NER,B:-4-86,O43169,16-106,1,1000003,2000053,3000073,4000144
5759,8068622,2IBJ,A:1-86,P49096,3-88,8068623,2IBJ,A:1-86,P49096,3-88,1,1000003,2000053,3000073,4000144
5760,8068624,4B8N,A:13-91,E4WM77,13-91,8068625,4B8N,A:13-91,E4WM77,13-91,1,1000003,2000053,3000073,4000144
5761,8068626,3LF5,A:51-137,Q7L1T6,51-137,8068627,3LF5,A:51-137,Q7L1T6,51-137,1,1000003,2000053,3000073,4000144
5762,8068628,1X3X,A:1-82,Q17091,31-112,8068629,1X3X,A:1-82,Q17091,31-112,1,1000003,2000053,3000073,4000144
5763,8068630,2KEO,A:21-112,O95714,1205-1296,8068631,2KEO,A:21-112,O95714,1205-1296,1,1000003,2000053,3000073,4000144
5764,8003736,1K82,A:1-268,P05523,2-269,8056343,1K82,A:1-117,P05523,2-118,1,1000001,2000055,3000074,4000303
5765,8056353,1Q3B,A:1-261,P50465,2-262,8056354,1Q3B,A:1-111,P50465,2-112,1,1000001,2000055,3000074,4000303
5766,8044631,1TDH,A:2-290,Q96FI4,2-290,8056357,1TDH,A:2-126,Q96FI4,2-126,1,1000001,2000055,3000074,4000303
5767,8056358,1EE8,A:1-266,O50606,2-267,8056359,1EE8,A:1-109,O50606,2-110,1,1000001,2000055,3000074,4000303
5768,8056362,1R2Z,A:2-274,P84131,2-274,8056363,1R2Z,A:2-121,P84131,2-121,1,1000001,2000055,3000074,4000303
5769,8056366,1PJJ,A:2-271,P42371,3-273,8056367,1PJJ,A:2-118,P42371,3-119,1,1000001,2000055,3000074,4000303
5770,8020166,1G2N,A:203-458,Q7SIF6,1-256,8032546,1G2N,A:203-458,Q7SIF6,1-256,1,1000000,2000883,3001442,4001384
5771,8020242,2ACL,B:204-443,Q9Z0Y9,204-443,8032622,2ACL,B:204-443,Q9Z0Y9,204-443,1,1000000,2000883,3001442,4001384
5772,8020365,1M7W,A:142-367,P22449,151-376,8032745,1M7W,A:142-367,P22449,151-376,1,1000000,2000883,3001442,4001384
5773,8020646,1N46,A:211-461,P10828,211-461,8033026,1N46,A:211-461,P10828,211-461,1,1000000,2000883,3001442,4001384
5774,8020801,1NAV,A:148-370,P10827,148-370,8033181,1NAV,A:148-370,P10827,148-370,1,1000000,2000883,3001442,4001384
5775,8020952,1NHZ,A:530-776,P04150,530-776,8033332,1NHZ,A:530-776,P04150,530-776,1,1000000,2000883,3001442,4001384
5776,8021478,2E2R,A:234-456,P62508,234-456,8033858,2E2R,A:234-456,P62508,234-456,1,1000000,2000883,3001442,4001384
5777,8021536,1IE9,A:118-423,P11473,118-423,8033916,1IE9,A:118-423,P11473,118-423,1,1000000,2000883,3001442,4001384
5778,8022004,1OVL,B:363-598,P43354,363-598,8034384,1OVL,B:363-598,P43354,363-598,1,1000000,2000883,3001442,4001384
5779,8022288,1PDU,A:320-548,P49869,842-1070,8034668,1PDU,A:320-548,P49869,842-1070,1,1000000,2000883,3001442,4001384
5780,8022354,1PK5,A:318-559,P45448,318-559,8034734,1PK5,A:318-559,P45448,318-559,1,1000000,2000883,3001442,4001384
5781,8023269,1ZGY,A:206-477,P37231,234-505,8035649,1ZGY,A:206-477,P37231,234-505,1,1000000,2000883,3001442,4001384
5782,8024054,2QW4,A:32-264,P22736,363-595,8036433,2QW4,A:32-264,P22736,363-595,1,1000000,2000883,3001442,4001384
5783,8024195,2R40,D:287-529,O18473,308-547,8036574,2R40,D:287-529,O18473,308-547,1,1000000,2000883,3001442,4001384
5784,8024522,1NQ7,A:208-451,P45446,219-462,8036901,1NQ7,A:208-451,P45446,219-462,1,1000000,2000883,3001442,4001384
5785,8024564,1NRL,A:142-433,O75469,142-433,8036943,1NRL,A:142-433,O75469,142-433,1,1000000,2000883,3001442,4001384
5786,8024829,2AM9,A:670-918,P10275,671-919,8037208,2AM9,A:670-918,P10275,671-919,1,1000000,2000883,3001442,4001384
5787,8025383,1OSV,A:240-468,Q62735,240-468,8037762,1OSV,A:240-468,Q62735,240-468,1,1000000,2000883,3001442,4001384
5788,8025988,1PZL,A:137-369,P41235,146-378,8038367,1PZL,A:137-369,P41235,146-378,1,1000000,2000883,3001442,4001384
5789,8026307,2ZMI,A:123-419,P13053,123-419,8038686,2ZMI,A:123-419,P13053,123-419,1,1000000,2000883,3001442,4001384
5790,8026316,1FM9,A:227-458,P19793,227-458,8038695,1FM9,A:227-458,P19793,227-458,1,1000000,2000883,3001442,4001384
5791,8026321,1DKF,A:230-462,P28700,230-462,8038700,1DKF,A:230-462,P28700,230-462,1,1000000,2000883,3001442,4001384
5792,8026322,1DKF,B:182-416,P10276,182-416,8038701,1DKF,B:182-416,P10276,182-416,1,1000000,2000883,3001442,4001384
5793,8026325,1FCY,A:183-417,P13631,183-417,8038704,1FCY,A:183-417,P13631,183-417,1,1000000,2000883,3001442,4001384
5794,8026343,1QKM,A:260-500,Q92731,260-500,8038722,1QKM,A:260-500,Q92731,260-500,1,1000000,2000883,3001442,4001384
5795,8026344,1QKN,A:217-452,Q62986,262-497,8038723,1QKN,A:217-452,Q62986,262-497,1,1000000,2000883,3001442,4001384
5796,8026362,2GWX,A:211-476,Q03181,175-440,8038741,2GWX,A:211-476,Q03181,175-440,1,1000000,2000883,3001442,4001384
5797,8026375,1HG4,A:238-502,P20153,238-502,8038754,1HG4,A:238-502,P20153,238-502,1,1000000,2000883,3001442,4001384
5798,8026702,1PQ6,B:220-460,P55055,219-459,8039081,1PQ6,B:220-460,P55055,219-459,1,1000000,2000883,3001442,4001384
5799,8026740,3BEJ,B:245-471,Q96RI1,259-485,8039119,3BEJ,B:245-471,Q96RI1,259-485,1,1000000,2000883,3001442,4001384
5800,8027067,1H9U,A:299-522,P28702,299-522,8039446,1H9U,A:299-522,P28702,299-522,1,1000000,2000883,3001442,4001384
5801,8027355,1SR7,B:683-931,P06401,683-931,8039734,1SR7,B:683-931,P06401,683-931,1,1000000,2000883,3001442,4001384
5802,8027694,1T7R,A:669-918,O97775,661-910,8040073,1T7R,A:669-918,O97775,661-910,1,1000000,2000883,3001442,4001384
5803,8028028,3D24,C:194-420,P11474,194-420,8040407,3D24,C:194-420,P11474,194-420,1,1000000,2000883,3001442,4001384
5804,8028470,1UHL,B:207-445,Q13133,207-445,8040849,1UHL,B:207-445,Q13133,207-445,1,1000000,2000883,3001442,4001384
5805,8030739,1LV2,A:102-327,Q14541,103-328,8043118,1LV2,A:102-327,Q14541,103-328,1,1000000,2000883,3001442,4001384
5806,8031294,1N83,A:271-511,P35398,271-511,8043672,1N83,A:271-511,P35398,271-511,1,1000000,2000883,3001442,4001384
5807,8031379,1XAP,A:175-409,P10826,182-416,8043757,1XAP,A:175-409,P10826,182-416,1,1000000,2000883,3001442,4001384
5808,8031401,2P54,A:202-468,Q07869,202-468,8043779,2P54,A:202-468,Q07869,202-468,1,1000000,2000883,3001442,4001384
5809,8031458,1XDK,B:175-419,P22605,209-453,8043836,1XDK,B:175-419,P22605,209-453,1,1000000,2000883,3001442,4001384
5810,8031699,1XNX,A:114-345,O35627,114-345,8044077,1XNX,A:114-345,O35627,114-345,1,1000000,2000883,3001442,4001384
5811,8031725,1XPC,A:307-551,P03372,307-551,8044103,1XPC,A:307-551,P03372,307-551,1,1000000,2000883,3001442,4001384
5812,8031801,1XVP,B:103-348,Q14994,103-352,8044179,1XVP,B:103-348,Q14994,103-352,1,1000000,2000883,3001442,4001384
5813,8003578,1UWK,A:4-557,P25080,4-557,8003579,1UWK,A:166-344,P25080,166-344,1,1000002,2000005,3000075,4000302
5814,8058587,1X87,B:11-550,Q5L084,11-550,8058588,1X87,B:161-339,Q5L084,161-339,1,1000002,2000005,3000075,4000302
5815,8079164,2FKN,B:7-552,P25503,7-552,8079165,2FKN,B:162-340,P25503,162-340,1,1000002,2000005,3000075,4000302
5816,8020303,1G8M,A:4-200,P31335,4-200,8032683,1G8M,A:4-200,P31335,4-200,1,1000002,2000886,3001443,4003369
5817,8020796,1WO8,A:1-126,Q5SHD6,1-126,8033176,1WO8,A:1-126,Q5SHD6,1-126,1,1000002,2000886,3001443,4003765
5818,8023221,1ZCZ,A:1-157,Q9X0X6,1-157,8035601,1ZCZ,A:1-157,Q9X0X6,1-157,1,1000002,2000886,3001443,4003369
5819,8026494,1PKX,B:4-200,P31939,4-200,8038873,1PKX,B:4-200,P31939,4-200,1,1000002,2000886,3001443,4003369
5820,8029149,1VMD,A:12-160,Q9X0R7,1-149,8041528,1VMD,A:12-160,Q9X0R7,1-149,1,1000002,2000886,3001443,4003765
5821,8031795,1B93,A:1-148,P0A731,1-148,8044173,1B93,A:1-148,P0A731,1-148,1,1000002,2000886,3001443,4003765
5822,8031796,1BXR,A:936-1073,P00968,936-1073,8044174,1BXR,A:936-1073,P00968,936-1073,1,1000002,2000886,3001443,4003761
